Category,cleaned_resume
TEACHER,"People skills, enthusiastic, problem-solver, great organizational skills, encouraging, technology savvy, eager to learn, communicates great with colleagues and parents, sets high and clear expectations for students, eager to teach, loves to teach students how to ""love to learn"", always looking for ways to grow as a person and educator, promoted language development skills, applied positive reinforcement, conducted small group activities, individual classroom activities, differentiated learning needs, prepared daily lesson plans, communicated effectively with educators, supported students in developing strategies, wrote daily and weekly lesson plans, tutored, organized field trips, supplied one-on-one attention, maintained overall focus, physically and verbally interacted with students, observed students for feedback, implemented programs to encourage student participation, communicated with parents, assessed students, incorporated technology in the classroom, grade level lead, trainer of trainees, RCD unit writer."
TEACHER,"Teaching, Coaching, Clerical, Filing, Liaison, Translating, Mathematics, Writing, CPR, First Aid, Typing, Bilingual Fluency in English & Spanish"
TEACHER,"National Board Certified, AP Bio certified, AP Chem certified, trained in educating at-risk youth, teacher mentor, classroom discipline, positive learning environment, self-motivated, chemistry, hematology, immunology, lesson plans, machinery, medical technology, typing, urinalysis, mentoring, communication, social skills, biology, medical microbiology"
TEACHER,"Purposeful lesson planning, Fast learner, Creative problem solving, Managing difficult behaviors, Coordinating multiple groups, Managing a team of adults, Communicating effectively with clients, managers, and team members, Setting goals, Data tracking for effective goals, Writing measurable goals, Creating materials for teaching multiple styles of learners, Arizona Teaching Certificate with Special Education endorsement, Coordinating meetings and preparing materials for all attendees, Teaching, Classroom Management, Team Building, Support, Coordinating services, Technology, Data Collection, Data Driven Goal Setting"
TEACHER,"exceptional special education, communication, rapport building, special education laws, data analysis, interviewing, staffing, RTI/MSDI, school-wide PBS instruction, planning, employee development, IDEA compliance, budgeting, instructional coaching, progress monitoring, scheduling, professional development, documentation, collaboration, advocacy, teaching methods, IEP goals, conflict resolution, inclusive best practices, behavior intervention, coaching, classroom management, differentiation, technology integration, assessment, de-escalation, restorative practices, data-driven teaching, progress tracking, educational strategy, intervention, student achievement, active learning, behavior management, leadership"
TEACHER,"academic, charts, delivery, equity, instruction, Lesson Planning, Math, Microsoft Office, progress, Reporting"
TEACHER,"academic, Arts, Coach, continuous improvement, Council, critical thinking, educational programs, English, instruction, Leadership, leadership training, lesson plans, Mathematics, mentor, policies, project mgmt, quality, Reading, research, Spanish, staff development, strategic, teacher, teaching"
TEACHER,"Adobe Photoshop, Adobe Premier, Benefits, communication skills, conferences, Curriculum Development, Flash, Human Resource, instruction, Lesson planning, lesson plans, materials, Microsoft Office, Outlook, PowerPoint, Microsoft Words, needs assessment, PeopleSoft, progress, proposal writing, quality, sales training, Sound, supervisor, training material, training programs"
TEACHER,"conflict resolution, course development, critical thinking, curriculum development, instructional design, research, staff development, teaching, trouble shooting"
TEACHER,"Valid and Current Teaching Certification, Urban public schools background, Coaching experience, Creative lesson planning, Critical thinker, Adept classroom manager, Experiential learning, Self-motivated, Fast learner, Positive and encouraging, Bilingual in Farsi and English, Data-driven curriculum expertise, SMART Board familiarity, Cross Curriculum Collaboration, Reading in the content area endorsed, ESOL in the Content Area endorsed, Instructional techniques, Professional development, Tutoring, Classroom management, Event planning, Fundraising experience, Marketing experience, Great organizational skills"
TEACHER,"Microsoft Office, Advanced Problem Solving, Client-focused, Innovative, Customer service-oriented, 58 WPM typing speed, Results-oriented, SEO, Analytics, Quick learner, Computer proficient, File/records maintenance, Team-player, Accurate and detailed, organizational skills, problem-solving, customer service, people person, active listener"
TEACHER,"Trained in Explicit Instruction, Trained in HOTS Instruction, Corporate Trainer, Customer Service Manager, Quality Control Specialist, Corporate Scheduler, Dual Language Strategies, Motivational Strategist"
TEACHER,"Daycare management, Childcare management software programs, Classroom management, Exceptional organizational skills, Training in food handling preparation, Head Start program knowledge, Certified in Early Childhood Education, Infant, toddler and preschool curricula, Creative arts talent, CPR certified, Communication skills, Teaching skills"
TEACHER,"Filing and data archiving, Employee training and development, Critical thinker, Microsoft Office (Excel, Publisher, PowerPoint, Word), Multi-line phone proficiency, Advanced clerical knowledge, Invoice processing, Accounting familiarity, Appointment setting, Social media knowledge, Works well under pressure, Excellent planner and coordinator, Accurate and detailed, Customer service-oriented, Articulate and well-spoken, Database management, Teaching/tutoring, Technological instruction, Effective time management, Strong multitasking abilities, Organizational skills, High-volume customer call management, Customer service issue resolution, Compliance training (OSHA, ADA, HIPAA)"
TEACHER,"academic, budget, coaching, conferences, curriculum development, educator, instruction, lesson planning, lesson plans, math, access, organizational development, problem solving, progress, reading, teacher, teaching"
TEACHER,"Microsoft Office, Microsoft Windows XP Professional, Internet Browsers, Google Chrome, Infinite Campus, inquiry-based instruction, Common Core Standards, Next Generation Standards, Positive Behavior Support, Developmental Reading Assessment, Everyday Mathematics Curriculum, visual supports, special education accommodations, lesson planning, small group instruction, writing instruction, meta-cognitive reading strategies, test preparation, content area instruction, technology integration, reading comprehension, vocabulary development, fluency improvement."
TEACHER,"Creative lesson planning, Hands-on instruction, Student assessment, Classroom management, Inspiring, Comforting, Building self-esteem, Communication skills, Dependable, Detail oriented, Organizational skills, Trilingual in English, Russian, and Hebrew"
TEACHER,"skilled at wound care, mobility assistance, charting, catheter insertion and removal, tubule feedings, medications, understands mobility assistance needs, charting expertise, able to lift 50 pounds, understands medical procedures, trained in grooming and bathing assistance, HIPAA compliance, strong work ethic, trained in catheter change and preparation, general housekeeping ability, valid Pennsylvania driver's license, enthusiastic caregiver, feeding assistance specialist, CPR/BLS certified, experienced in obtaining/charting vital signs, strong interpersonal and communication skills, good time management skills, sound ability to perform physically demanding chores"
TEACHER,"Texas Teaching Certificate with Early Childhood Education endorsement, Urban public schools background, Critical thinker, Title I knowledge, Curriculum development, Standardized testing techniques, Learning assessments, IEPs knowledge, Decisive, Flexible and adaptive, Calm under pressure, Classroom management, Records of Progress, Small group/Guided Reading Instruction, Hands on Math Instruction, Observed and assessed student performance, Implemented a variety of teaching methods, Established clear objectives for lessons, Encouraged students to persevere, Set and communicated ground rules, Identified early signs of problems in students, Tutored children individually and in small groups, Scheduled and held parent-teacher conferences, Established positive relationships, Mentored and counseled students, Collaborated with staff members, Employed a broad range of instructional techniques, Implemented remedial programs, Took appropriate disciplinary measures, Improved students' reading levels, Created lesson plans in accordance with standards, Accepted coaching and incorporated feedback, Worked outside normal hours, Used children's literature for teaching, Enhanced reading skills, Differentiated instruction, Taught problem solving methodology, Taught students in various stages of development, Strengthened parent-teacher communication, Encouraged students to explore issues, Employed a wide variety of textual materials, Encouraged parental involvement."
TEACHER,"acute care, art, Autism, basic, biochemistry, biology, Chemistry, CPR, focus, fundraising, Law, patient care, pediatrics, physical therapy, Resuscitation, teaching, urology, vital signs"
TEACHER,"communication skills, problem solving, strategic planning, networking, community engagement, building partnerships, training, educational equity, culturally responsive teaching, organization skills, time management skills, multitasking, business leadership, management, presentation skills, verbal communication, written communication, interpersonal skills, Microsoft Office Suite, diversity strategies, inclusion strategies, higher education experience, conflict resolution, dispute resolution, educational trends knowledge, ELA understanding, curriculum design, educational policy understanding, community outreach, service learning, experiential learning, mentoring, restorative justice, budget management, data analysis, program development, non-profit management"
TEACHER,"administrative, administrative support, budgets, communication skills, Excellent communication, contracts, database, financial reports, grants, leadership skills, lesson plan, materials, meetings, Excel, Outlook, PowerPoint, Windows, Microsoft Word, multi-tasking, Internet research, payroll, Philosophy, Policies, progress, QuickBooks, record keeping, recruiting, scheduling, teacher, Team player"
TEACHER,"Child care, Family servicing, conferences, first aid, instructing, lesson plans, directing, meetings, Mental Health, management information system, policies, program evaluation, progress, protocols, Maintain records, recruitment, safety, staff development, supervising, teaching, Computing."
TEACHER,"CPR, First Aid, Problem Solver, Time Management, Creative thinking, Team player, Conflict resolution techniques, Training in food handling preparation, Calm and patient"
TEACHER,"Accounting, attention to detail, cash handling, cash register, coaching, communication skills, conflict resolution, cooking, customer service, documentation, English, health and safety standards, inventory management, Mathematics, Microsoft Excel, Word, retail, sales, teaching"
TEACHER,"academic, Photoshop, advertising, cancer, competitive, conferences, consultant, content, creative design, Creative Problem Solving, Client Relations, direct mail, editing, government, Illustrator, director, marketing plan, marketing, market, materials, Mathematics, Microsoft Office, Word, Presenter, producing, progress, Project management, public relations, Public Speaking, Quick Learner, radio, Reading, speak Spanish, Spanish, Teacher, teaching, Technical Writing, video, website"
TEACHER,"administrative, content, materials, meetings, policies, problem solving, progress, Teaching, verbal communication skills, written"
TEACHER,"Microsoft Office, Teaching Strategies GOLD, CDA-Infants & Toddlers, Maryland Child Care Credential, PCS Web, Leadership skills, Time management skills, Verbal communication skills, Organizational skills, Teamwork skills, Teaching skills, Resourcefulness, Patience, Responsibility, Reliability, Determination, Multi-Tasking, Basic clerical knowledge, edit, instruction, materials, meetings, arts, conferences, notes, office machines, photocopiers, scanners, switch, teacher, Teaching, telephones, Type, typewriters, voice mail, workshops"
TEACHER,"Classroom Management, Behavioral Development, Motivating, Mentoring, Educating, Counseling, Teaching, Behavioral/cognitive skills development, Audio-visual aid implementation, Positive atmosphere promotion, Age-appropriate lesson planning, Classroom discipline, Clear public speaking skills, Effective time management, Excellent reading comprehension, Positive reinforcement, Experience working with special needs students, Behavior modification, Innovative lesson planning, Tailoring curriculum plans, Positive learning environment, CPR certification, Effective listening, Differentiated instruction, Student-centered learning, Interpersonal skills, Leadership, Motivation, Management, Speaking, Listening, Computer Literacy, Training, Editing, Organizing, Development, Implementing, Typing"
TEACHER,"Strong organizational skills, Active listening skills, Conflict resolution, Problem solving, Customer service, Telecommunication skills, Inventory control, Invoice processing, Adaptive team player, Team management, Sales techniques, Market research, Database maintenance, Creativity in teaching, CPR certification, Customer engagement, Administrative skills, Financial management, Communication skills, Multi-tasking, Childcare experience"
TEACHER,"Microbiology, Food protection specialist, Quality and food safety, Food Microbiology, Microbial Toxicology, Environmental Microbiology, Industrial Microbiology, Safety management systems, GMP, HACCP, Internal Quality Auditor, Statistics management tools, Application of lactic acid bacteria, Application of bacteriocins, Curriculum Development, Industrial practices monitoring, Teaching, Research, Antimicrobial films, Risk assessment, Evaluation in vitro, Quality control, Data Mining, Pharmaceutical, ISO 9001, Manipulation of food, Programming, Chemistry, SAS, Safety, Toxicology, Training and education, Quality Auditor."
TEACHER,"discharge planning, lesson plans, evaluate patients, supervision"
TEACHER,"Medical Terminology, Anatomy, Physiology, injections, EMR software, patient care, Arts"
TEACHER,"critical thinker, Title I knowledge, IEPs knowledge, learning assessments, decisive, flexible and adaptive, calm under pressure, academic, art, interpersonal skills, instruction, lesson plans, notes, materials, meetings, PowerPoint, camera, progress, teaching, training programs, Microsoft Excel, Microsoft Office"
TEACHER,"Friendly, Complex problem solver, Active listener, Reliable, Punctual, Excellent communication skills, Cheerful, Energetic, Qualified tutor, Charting, Recordkeeping, Positive reinforcement methods, Skilled in working with special needs children, Approachable, Proficiency in Microsoft Office, Sound decision maker, Discipline students, Patience, Time management, Proficiency in mathematics and science, Purposeful lesson planning, Making flexible lesson plans, Self-motivated, Fast learner"
TEACHER,"Speaking, math, planning, leading, computer skills, communication, accounts receivable, customer service, data entry, Microsoft Word, Microsoft Works, Excel, Internet Research, PowerPoint, lesson planning, listening, problem solving, teacher"
TEACHER,"Counselor, academic, native Spanish speaker, Leadership, Workshops, goal setting and implementation, effectively work with parents, time management."
TEACHER,"Microsoft Word, PowerPoint Presentation, Derive, Google Docs, Dropbox, Excel, Experience working with special needs students, Motivating students, Interactive teaching/learning, Innovative lesson planning, Learning style assessment, Differentiated instruction, Average computer literate, CPR, Varied teaching skills"
TEACHER,"Microsoft Office, Smart Board, Geographic Information System, Engrade, Skedula, Internet, First Aid and CPR Certified, Excellent classroom management, Counseling, Plan Development, Leadership skills, Community Service, Curriculum development, Physical fitness, Psychological fitness, Social skills, Behavior Modification, Critical Thinking, Urban Classroom setting"
TEACHER,"Microsoft Office proficiency, Excel spreadsheets, QuickBooks expert, Schedule management, Advanced MS Office Suite knowledge, Meticulous attention to detail, Self-directed, Resourceful, Self-starter, Articulate and well-spoken, Flexible, Lesson Planning, Material Development, Team Building and Leadership, Plan Development, Education Strategies, Goal Setting, Technology Integration, Creative Lesson Planning, Parent Communication, Counseling, Computation and recordkeeping, Financial performance reporting, Invoice preparation, Regulatory compliance, Data discrepancy reconciliation, Customer communication, Electronic file system design, Office management, Advanced Excel functions, Bank reconciliations, Cash flow statements, Technical troubleshooting, Library management, Results-oriented, Dedicated team player, Strong interpersonal skills, Time management"
TEACHER,"Teaching, Counseling, Mentoring, Intervention Planning, Diagnostic Skills, Behavioral Intervention, Behavioral Monitoring, Flexible and Adaptive, Differentiated Instruction, Critical Thinking, Public Speaking, Presentation Skills, Classroom Management, Character Education Curriculum Development, Data Analysis, Technology Integration, E-learning, Cultural Diversity Training, Community Engagement, Team Collaboration, Relationship Building, Leadership, Hardworking"
TEACHER,"Solid leadership and support skills, Relationship development and maintenance abilities, Strong verbal and written communication skills, Engaging, encouraging and motivating, Prepare and present information logically, Microsoft Office Suite, Information management and EDI systems, Exceptional attention to detail, First Aid, CPR, AED, Crisis Management/Response"
TEACHER,"Accounting, Credit, Invoices, Budget, Accounts Payable, Cash, Accountant, Audits, Billing, Customer Service, General Accounting, Operations, Payments, Purchasing, Receptionist, Retail Sales, Accounts Receivable, Data Entry, Budgeting, Contracts, Credit Card, Excellent Customer Service Skills, Executive Assistant, Fixed Assets, Maintenance, Purchase Orders, Reconciling, Supply Chain, Clerk, Estimation, Finance, Audit, Benefits, Collection, Financial Report, Healthcare, Insurance Billing, Reconciliation, Solutions, Database, Administrative Assistant, Disbursement, Filings, Team Player, Medicaid, Quota"
TEACHER,"Excellent classroom management, Experience working special needs students, Interactive teaching/learning, Performance assessments, CPR certification, Differentiated instruction, CPR/First-aid certified, Behavior modification, Behavioral/cognitive skills development, Goal Setting and Implementation, Parent Communication, Education Strategies, Lesson Planning, planning, developing and revising curriculum, structured educational programs, instructional materials preparation, student IEP treatment plans, therapeutic recreation, guidance counseling, behavior management, anger management, peer mediation, social skills, customer service, accounting, accounts payables, auditing, banking, benefits, Budget, Business Works, content, counseling, clients, databases, Email, financial, forms, funds, Human Resource, Internet Applications, inventory, invoicing, Lotus, marketing, materials, mediation, meetings, mental health, Access, Excel, Microsoft Office, Outlook, Power Point, Word, payroll, Peachtree, policies, producing, quality, scheduling, shipping, structured, tutoring"
TEACHER,"Mathematics, tutoring, good team member, communication, childcare, managing, hiring, merchandising, recruiting, selling, recording"
TEACHER,"skills  
Microsoft Project, Microsoft Office, Microsoft Excel, PowerPoint, WPM typing speed, multilingual (English, Spanish), bilingual (Spanish), project communication, project setup & monitoring, administrative support, project coordination, budgeting, document management, problem-solving, research, scheduling, course planning, performing artist, emotional support, dependability, calm under pressure, fast learner, arts, art design, special needs education, caregiver, homeschool educator, recreational activities organization"
TEACHER,"Experience working with special needs students, Knowledgeable in distance learning techniques, Goal Setting, Strong communication skills, MS Office, Deadline-oriented, Employee training and development, Create and implement individualized academic plans, Create new courses for delivery via multiple LMS Platforms, Leading teams, Maintaining professionalism and technical proficiency, Identifying and communicating student behaviors, Connecting at-risk students with social services, Manage national real estate appraisals, Facilitate communication, Maintain records, Troubleshoot processes."
TEACHER,"bookkeeping, conferences, email, English 3, English 4, instruction, lesson plans, materials, meetings, mail, money, office, notary public, payroll, policies, reading, Secretarial, tax, teacher, telephone"
TEACHER,"arbitration, communication skills, CPI, creative problem solver, customer services, insurance, law enforcement, Team Lead, logistics, managing, materials, Math, Mentor, Excel, PowerPoint, MS Word, scheduling, supply chain, Teacher, Teaching"
TEACHER,"Microsoft Office, Academic assessment methods, Whole Brain Teaching techniques, Certified ESL Instructor, Proficiency in differentiated instruction, Co-teaching, Smart Board, Proficient in MS Word, PowerPoint, Excel, Proficient in Dibel and TRC assessments, Differentiated tasks/activities, Collaboration, Positive reinforcement, Developmentally-appropriate curriculum, ELL Endorsement, Teacher Leadership, Classroom Management, Character Development, Technology Integration"
TEACHER,"Excellent classroom management, Data-driven curriculum, Effectively works with parents, Differentiates instruction, Collaborates with Colleagues, CPR/First-aid certified, SEI Endorsed, Special Edu. Certified, Dual Certified, Competent in SMARTboard technology, Strong communication skills, Creative lesson planning, Ability to modify curricula, Experience with social-emotional learning, Life skills teaching, Job coaching, Resource and inclusion setting experience"
TEACHER,"Creative Lesson Planning, Instructional Best Practices, Curriculum Development, Classroom Management, Standardized Testing, Learner Assessment, Technology-Based Instruction, Customer Service, Problem Resolution, Communication / Presentation, Interpersonal Relationships, Teamwork, Special Needs Students, Compliance / Policies / Procedures, MS Office - Word, Excel, PowerPoint, Outlook"
TEACHER,"Computer literate, drivers, listening, natural, packaging, quality, rapport, teaching"
TEACHER,"Outlook, Excel, Word, PowerPoint, QuickBooks, buying experience, documentation, inventory, selection of materials, plumbing"
TEACHER,"Time Management, Creativity, Effective Communication, Patience, Multi-Tasking, Organizational/Planning, Critical Thinking, Teaching, CPR & First Aid"
TEACHER,"Interventions & Behavioral Control, Technology Integration & Analysis, Educational Principles & Formulas, Develops and Implements Lesson Plans, Communications & Interpersonal Skills, Classroom Management & Assessment, Special Education/Teacher for the Visually Impaired, Elementary & Secondary School, Transition and Social Assistance, academic, consultation, Educator, English, functional, instruction, materials, progress, reading, speech therapy, Teacher, technical support, vision"
TEACHER,"Exceptional written and verbal communicator, Committed to cultivating student leadership, Innovative thinker, Natural leader, Positive and cheerful, Active listener, Curriculum development, Enrichment programs, Continuing education, Human resources, Staff development, Organization, Team management, Collaboration, IEP planning, Progress reporting, Counseling, Child care, Safety standards, Time management, Workshop facilitation, Documentation, Microsoft Office products, Mentoring, Problem solving skills, Communication skills"
TEACHER,"Strong communication skills, Microsoft Office, Staff motivator, Commitment to quality and service, Profit enhancement, Employee hiring and retention"
TEACHER,"academic, interpersonal skills, economics, English, functional, instructional design, lesson plans, managing, math, teacher, teamwork"
TEACHER,"Positive and cheerful, Active listener, Head Start program knowledge, Certified in Early Childhood Education, Infant, toddler and preschool curricula, Reliable, Approachable, Playful, Highly organized, CPR, Serve Meals, Preschool Teacher, Computer Skills, Publishing Software Skills"
TEACHER,"academic, autism, clients, customer service, database, Internet Explorer, Excel, PowerPoint, Windows, Microsoft Word, purchasing, quick, Read, sabre, Sales, Staffing, Inspect vehicles"
TEACHER,"branding, business case, interpersonal, oral communication, critical thinking, functional, lesson planning, meetings, Microsoft Office, Outlook, relationship building, seminars, written communication skills"
TEACHER,"administrative support, scheduling appointments, attention to detail, billing, communication skills, customer service, dependable, diagnosis, inventory, listening, merchandising, all Microsoft, Excel, Outlook, PowerPoint, Word, multi-tasking, problem solving skills, reception, retail, sales, structured, teacher, phone, written communication skills"
TEACHER,"cash handling, cost control, critical thinking, financial accounting, inventory levels, lesson planning, personnel positioning, quality, receiving, supervising, surveys, teaching, tutoring"
TEACHER,"customer service, teaching, working with special needs children, behavioral management, curriculum development, Microsoft, Excel, First Aid, CPR"
TEACHER,"Valid and Current Teaching Certification, Kind and empathetic towards students, Ph.D. in Psychology, Member Psi Chi International Honor Society, Member NCTE, Member APA Graduate, Certificate in Women's Studies, National Institute of Health/ For Human Participants Approved, Ongoing PD in current methods and developments in pedagogy, Excellent with developing positive rapport with students, Developed common core skills, Made oral presentations/projects mandatory, Developed pre/post CFAs, Innovative instruction methods, ESL, MS Office, Technology, Coordinated after-school writing club, Established drama club, Opened before and after school chess fun tables, Study methods and habits, Worked cooperatively with special education and ESL teachers, Modified curricula for special education and ESL students, Individual Education Plans (IEPs), Integrated technology into the curriculum, Literacy skills, Assessed student progress, Kept accurate records of student performance, Participated in regular training courses, Implemented remedial programs, Encouraged discussion of class material, Positive relationships with students, parents, colleagues and administrators, Computerized reading and writing, Teaching methods, Critical thinking, Confidentiality of student records, Data training and data teams, Revised curricula to align with Common Core skills, SAT vocabulary technique, Classroom management, After school writing program."
TEACHER,"instruction, inventory, market analysis, pricing, purchasing, teaching, advanced floral design, entrepreneurship, negotiation, floral arrangement design, employee training, classroom management, creative lesson planning, critical thinking, customer service"
TEACHER,"Charting and recordkeeping, Child abuse prevention, Understands developmental disorders, Active listener, First aid certificate, Basic clerical knowledge, Reliable and punctual, Friendly, Cheerful and energetic, Teamwork oriented, Housekeeping, People skills, Problem-solving, Organizational skills"
TEACHER,"Student Centered Classroom Instruction, Creative Lesson Planning and Curriculum Development, Active Listening Skills, Assessments, Motivating Students and Classroom Management, Develop Positive Relationships with Students, Parents and Staff, Community and Family Involvement, Leadership, Organization, Recruiting, Professional Development, Administering Meetings, Coordinating and Implementing Activities, Teaching Art, Planning, Implementing and Evaluating Art Curriculum, Providing Feedback, Assessing and Evaluating Students, Communicating with Students and Parents, Managing Disruptive Behavior, Providing Administrative Leadership, Developing and Monitoring Revenues and Expenditures, Hiring and Supervising Staff, Organizing Programs and Services, Coordinating Community Education Brochures, Maintaining Accurate Reporting, Supervising Students in Student Government, Planning and Implementing Community Service Projects, Coordinating School Activities, Instructing After-School Enrichment Courses, Curriculum and Instruction Licensure, Community Education Directors Licensure, K-12 Art Education Licensure, Administrative, Brochures, Budgets, Conferences, Hiring, Instructing, Leadership, Managing, Marketing, Meetings, Motivating, Organizing, Recruiting, Reporting, Safety, Supervising, Training Programs, Workshops/Seminars"
TEACHER,"Excellent classroom management, Active participation in groups, plans, events, Teaching, tutoring and counseling, Experience working with special needs students, Effectively work with parents, Interactive teaching/learning, Innovative lesson planning, Effective listening, CPR/First-aid certified, Goal Setting and Implementation, Team Building and Leadership, Lesson Planning, Education Strategies, Plan Development, Parent Communication, Creative Lesson Planning, Manage children's portfolio and progress, Plan and execute daily lessons, Maintain a safe and educational classroom environment, Supervise assistant teachers, Evaluate and test students, Translate evaluations, Collaborate with school administrators and parents, Conduct family conferences, Develop and enter observations, Managed caseload, Met with family members and counselors, Help clients with school enrollment, Held weekly team conferences, Provided case management services, Addressed ongoing legal and personal issues, Kept track of client progress, Set up random drug tests, Act as advocate and liaison, Collaborated on lesson plans, Reviewed daily progress notes, Bilingual speaking and reading fluently in English and Spanish, Ability to work well with a team, Handles details, Coordinates and completes tasks, Plans and arranges activities, Multi-tasks, Writes clearly and concisely, Listens attentively, Provides and asks for feedback, Cooperates and works well with others."
TEACHER,"Games, Increase, Recruitment, Associate, Budget, Fundraising, Health And Wellness, Liaison, Recruiting, Arrangements, Exchange, Progress, Team Player, Travel Arrangements, Field Operations, Operations, Packing, Program Manager, Purchase Orders, Vouchers, Coaching, Award"
TEACHER,"Skills: Computer Proficiency in Microsoft Word, Excel, and PowerPoint, Lesson planning expertise, Tutoring experience, Standardized testing, IEP familiarity, Differentiated instruction, Technology-driven instruction"
TEACHER,"Professional Certification in Secondary level Spanish, Permanent Certification in Secondary Inclusive Education, Strong interpersonal skills, Smart board Notebook software, Microsoft Office, Photography editing and slide shows"
TEACHER,"interpersonal communication, time management, problem resolution, organizational skills, MS Office Suite, Excel databases, PowerPoint presentations, WPM typing speed, professional phone etiquette, excellent communication skills, database management, customer service-oriented, works well under pressure, human resource laws knowledge, appointment setting, team building, accounting familiarity, payroll, invoice processing, conference planning, flexible, accurate and detailed, excellent planner and coordinator, instructional technology integration, lesson planning, project supervision, student evaluation, emotional development identification, interactive learning facilitation, educational software integration, record keeping, staff collaboration, professional development, critical thinking skills development, DIBELS Next, basic math program design, computer and technology skills development, respect for self and others, proactive employment communication, payroll handling, invoicing issues resolution, business quotes preparation, email correspondence, appointment scheduling, data entry, editing, organizing, telephone etiquette, research, safety training, presentations, seminars, typing 60 WPM"
TEACHER,"Home schooling knowledge, Calm and patient, Certified in Early Childhood Education, Strong communicator, Toddler and preschool curricula, Classroom management, Patience, Communication with children, Differentiated learning, Student engagement, Strategies for individual needs, Organizing field trips, Lesson planning, Emergent curriculum, Positive reinforcement, Language development, Family style meals, Parent/teacher conferences, Child development, Child Nutrition, Child Abuse Awareness, Emergency Preparedness, Behavior Management, Observing children, Safe play environment, Developmentally-appropriate curriculum, Educational assessments, Documentation for National Head Start program"
TEACHER,"Behavior modeling, Video conferencing, Smartboard technology, Proficient in Google Classroom & Aries, Activity planning, Compliance, Technology savvy, Proctoring, Individualized care, Quizzes, tests and exams, Classroom discipline, Effective listening, Tutoring and after school help, Interdisciplinary teaching, Effectively work with parents, CPR/First-aid certified, Behavioral/cognitive skills development, Team collaboration, Positive student engagement, Behavior modification, Special needs students, Mediation and advocacy talent"
TEACHER,"self-direction, team player, troubleshooting, record keeping, problem solving, management of volunteer base, presentations, customer service, leadership, time management, workshops, supervisory skills, programming, research, public education, resourcefulness, adaptability, basic keyboard skills, computer skills, ten key"
TEACHER,"Microsoft Office, Conflict Resolution Training, IEP familiarity, Organization/Planning, First Aid and BLS CPR Training, Positive learning environment, Student-centered learning, Lesson planning, Classroom management, Grading procedures, Technology integration, Punctual, Inquiry-based learning, Test proctoring, Supervising, Tutoring, Workshops"
TEACHER,"Behavior modeling, Compliance, Leadership, Teambuilding, Work ethic, Multitasking, Active listening, Troubleshooting, Individualized care, Multi-line telephone skills, Office equipment operations, Organization and efficiency, Meticulous and organized, Security understanding"
TEACHER,"Compassionate teaching, Communication skills, Problem solving skills, Office administration, Public speaking, Classroom management, Behavior modification, Individualized support, Relationship-building, Complex problem-solving, Conflict resolution, Client relations, Vendor relationships, Report preparation, Message taking, Mail sorting and routing, Customer service, Decision-making skills, Document preparation, Meeting coordination, Trip coordination, Oral communication, Written communication, Team leadership, Organizational skills, Multi-tasking, Reliability, Self-sufficiency, Strong work ethic, Adaptability, Microsoft Office, Fluent in French and English"
TEACHER,"MS Office, Interpersonal Communication, Planning and Coordination, Customer relations, Customer satisfaction, English, Math, Neat, Packaging, Rapport, Safety, Sales, Selling, Teaching, Phone, Turkish"
TEACHER,"History Teaching, Lesson Planning, Classroom Management, Student Assessment, Curriculum Development, Differentiated Instruction, Culturally Responsive Teaching, Critical Thinking, Collaboration, Instructional Technology, Student Engagement, Behavior Management, Communication Skills, Problem Solving, Mentoring, Tutoring, Record Keeping, Educational Standards, Multimedia Learning, Professional Ethics, Leadership, Teamwork, Subject Matter Expertise, Community Building, Progress Monitoring, Immersive Activities, Training and Development, Effective Feedback, Teaching Strategies, Academic Support, Student-Centered Learning, Resource Management, Discipline Measures, Historical Knowledge"
TEACHER,"classroom management, creation of forms for data, payroll, schedule activities and field trips, knowledge of excel/word/power point, work within a budget, snack/meal planning, team building, certified CPR, first aid instructor, budget, prepare meals, personnel, PR"
TEACHER,"Conducted Peer Council with Youth, Assigned Books based on Reading level, Supported Students with Special Needs, Engaged Student with Positive Language, Instructed Personalized Lesson Plans, Critiqued student Project, Addressed Challenging Student Behavior, Developed Strong Problem-Solving Skills, Council, database, Lesson Plans, mathematics, Reading"
TEACHER,"Accounts Payable, Advertising, Bookkeeping, Budgets, Charts, Customer Service, Financial Reporting, Payroll, Spreadsheets, Kind and empathetic, Self-motivated, Strong written and verbal communicator, Positive and encouraging, Standardized testing scoring, Fast learner, DIBELS knowledge, Strong background in Mathematics"
TEACHER,"Word, Excel, PowerPoint, advanced knowledge in media tools for teaching, managing classroom for diverse populations, strong collaborator, technological instruction, effective time management, tailoring curriculum plans, positive learning environment, classroom discipline, student motivation, Arabic, balance, billing, cashier, charts, customer service, English, focus, managing, materials, Math 7, Mathematica, meetings, Microsoft programs, presentations, purchasing, QuickBooks, teaching, phone, video"
TEACHER,"agency, budgeting, budgets, business strategy, closing, cold calling, interpersonal, communication skills, Excellent Communication, oral, contracts, Critical thinking, clients, Client Relations, Customer Service, customer service skills, databases, database, Fluent in English, forms, FTP, HR, Insurance, Leadership, legal, Marketing, meetings, Mergers and acquisitions, organizational, policies, executive presentations, Problem Solver, process improvement, progress, proposals, quality assurance, recruitment, sales, sales and training, Spanish, Strategic marketing, supervision, Time management, vendor relations, website, written"
